gene	pathway	pathway_name
BSGatlas-gene-4349	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4362	ko02024	Quorum sensing
BSGatlas-gene-4363	ko02024	Quorum sensing
BSGatlas-gene-4365	ko00330	Arginine and proline metabolism
BSGatlas-gene-4365	ko01100	Metabolic pathways
BSGatlas-gene-4366	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-4366	ko00330	Arginine and proline metabolism
BSGatlas-gene-4366	ko00480	Glutathione metabolism
BSGatlas-gene-4366	ko01100	Metabolic pathways
BSGatlas-gene-4367	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-4371	ko00362	Benzoate degradation
BSGatlas-gene-4371	ko00622	Xylene degradation
BSGatlas-gene-4371	ko01100	Metabolic pathways
BSGatlas-gene-4371	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4371	ko01220	Degradation of aromatic compounds
BSGatlas-gene-4373	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4385	ko00785	Lipoic acid metabolism
BSGatlas-gene-4385	ko01100	Metabolic pathways
BSGatlas-gene-4385	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4387	ko00430	Taurine and hypotaurine metabolism
BSGatlas-gene-4387	ko00620	Pyruvate metabolism
BSGatlas-gene-4387	ko00640	Propanoate metabolism
BSGatlas-gene-4387	ko00680	Methane metabolism
BSGatlas-gene-4387	ko01100	Metabolic pathways
BSGatlas-gene-4387	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4387	ko01200	Carbon metabolism
BSGatlas-gene-4388	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-4388	ko01100	Metabolic pathways
BSGatlas-gene-4388	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4388	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4389	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-4389	ko01100	Metabolic pathways
BSGatlas-gene-4389	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4390	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-4390	ko01100	Metabolic pathways
BSGatlas-gene-4390	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4392	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-4392	ko01100	Metabolic pathways
BSGatlas-gene-4392	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4393	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-4393	ko01100	Metabolic pathways
BSGatlas-gene-4393	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4394	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-4394	ko01100	Metabolic pathways
BSGatlas-gene-4394	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4395	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-4395	ko01100	Metabolic pathways
BSGatlas-gene-4395	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4400	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-4400	ko00330	Arginine and proline metabolism
BSGatlas-gene-4400	ko01100	Metabolic pathways
BSGatlas-gene-4401	ko00220	Arginine biosynthesis
BSGatlas-gene-4401	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-4401	ko00430	Taurine and hypotaurine metabolism
BSGatlas-gene-4401	ko00910	Nitrogen metabolism
BSGatlas-gene-4401	ko01100	Metabolic pathways
BSGatlas-gene-4401	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4403	ko00521	Streptomycin biosynthesis
BSGatlas-gene-4403	ko00523	Polyketide sugar unit biosynthesis
BSGatlas-gene-4403	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4403	ko01100	Metabolic pathways
BSGatlas-gene-4403	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4404	ko00521	Streptomycin biosynthesis
BSGatlas-gene-4404	ko00523	Polyketide sugar unit biosynthesis
BSGatlas-gene-4404	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4404	ko01100	Metabolic pathways
BSGatlas-gene-4404	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4405	ko00521	Streptomycin biosynthesis
BSGatlas-gene-4405	ko00523	Polyketide sugar unit biosynthesis
BSGatlas-gene-4405	ko00525	Acarbose and validamycin biosynthesis
BSGatlas-gene-4405	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4405	ko01100	Metabolic pathways
BSGatlas-gene-4405	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4406	ko00521	Streptomycin biosynthesis
BSGatlas-gene-4406	ko00523	Polyketide sugar unit biosynthesis
BSGatlas-gene-4406	ko00525	Acarbose and validamycin biosynthesis
BSGatlas-gene-4406	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4406	ko01100	Metabolic pathways
BSGatlas-gene-4406	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4418	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4418	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-4418	ko00071	Fatty acid degradation
BSGatlas-gene-4418	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4418	ko00310	Lysine degradation
BSGatlas-gene-4418	ko00330	Arginine and proline metabolism
BSGatlas-gene-4418	ko00340	Histidine metabolism
BSGatlas-gene-4418	ko00380	Tryptophan metabolism
BSGatlas-gene-4418	ko00410	beta-Alanine metabolism
BSGatlas-gene-4418	ko00561	Glycerolipid metabolism
BSGatlas-gene-4418	ko00620	Pyruvate metabolism
BSGatlas-gene-4418	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-4418	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-4418	ko01100	Metabolic pathways
BSGatlas-gene-4418	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4418	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4418	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4419	ko03410	Base excision repair
BSGatlas-gene-4424	ko00750	Vitamin B6 metabolism
BSGatlas-gene-4424	ko01100	Metabolic pathways
BSGatlas-gene-4424	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4426	ko00052	Galactose metabolism
BSGatlas-gene-4426	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4426	ko01100	Metabolic pathways
BSGatlas-gene-4426	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4427	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4427	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4433	ko00740	Riboflavin metabolism
BSGatlas-gene-4433	ko01100	Metabolic pathways
BSGatlas-gene-4436	ko00190	Oxidative phosphorylation
BSGatlas-gene-4436	ko01100	Metabolic pathways
BSGatlas-gene-4437	ko00190	Oxidative phosphorylation
BSGatlas-gene-4437	ko01100	Metabolic pathways
BSGatlas-gene-4438	ko00190	Oxidative phosphorylation
BSGatlas-gene-4438	ko01100	Metabolic pathways
BSGatlas-gene-4439	ko00190	Oxidative phosphorylation
BSGatlas-gene-4439	ko01100	Metabolic pathways
BSGatlas-gene-4441	ko00052	Galactose metabolism
BSGatlas-gene-4441	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4441	ko01100	Metabolic pathways
BSGatlas-gene-4442	ko00052	Galactose metabolism
BSGatlas-gene-4442	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4442	ko01100	Metabolic pathways
BSGatlas-gene-4452	ko00730	Thiamine metabolism
BSGatlas-gene-4452	ko01100	Metabolic pathways
BSGatlas-gene-4452	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4453	ko00730	Thiamine metabolism
BSGatlas-gene-4453	ko01100	Metabolic pathways
BSGatlas-gene-4453	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4460	ko00620	Pyruvate metabolism
BSGatlas-gene-4460	ko01100	Metabolic pathways
BSGatlas-gene-4462	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4462	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4465	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4465	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4471	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4473	ko00230	Purine metabolism
BSGatlas-gene-4473	ko01100	Metabolic pathways
BSGatlas-gene-4474	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
BSGatlas-gene-4474	ko01100	Metabolic pathways
BSGatlas-gene-4474	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4474	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4477	ko00473	D-Alanine metabolism
BSGatlas-gene-4477	ko01100	Metabolic pathways
BSGatlas-gene-4477	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-4477	ko02020	Two-component system
BSGatlas-gene-4478	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-4478	ko02020	Two-component system
BSGatlas-gene-4479	ko00473	D-Alanine metabolism
BSGatlas-gene-4479	ko01100	Metabolic pathways
BSGatlas-gene-4479	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-4479	ko02020	Two-component system
BSGatlas-gene-4480	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-4480	ko02020	Two-component system
BSGatlas-gene-4482	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-4482	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4482	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-4482	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-4482	ko01100	Metabolic pathways
BSGatlas-gene-4482	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4482	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-4482	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4482	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4483	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4483	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4484	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4484	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4485	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4485	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4486	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4486	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4489	ko03410	Base excision repair
BSGatlas-gene-4490	ko00380	Tryptophan metabolism
BSGatlas-gene-4490	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-4490	ko01100	Metabolic pathways
BSGatlas-gene-4490	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4490	ko01200	Carbon metabolism
BSGatlas-gene-4501	ko02010	ABC transporters
BSGatlas-gene-4502	ko02010	ABC transporters
BSGatlas-gene-4503	ko00190	Oxidative phosphorylation
BSGatlas-gene-4503	ko02020	Two-component system
BSGatlas-gene-4504	ko00190	Oxidative phosphorylation
BSGatlas-gene-4504	ko02020	Two-component system
BSGatlas-gene-4509	ko02010	ABC transporters
BSGatlas-gene-4511	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4511	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-4511	ko00071	Fatty acid degradation
BSGatlas-gene-4511	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4511	ko00310	Lysine degradation
BSGatlas-gene-4511	ko00330	Arginine and proline metabolism
BSGatlas-gene-4511	ko00340	Histidine metabolism
BSGatlas-gene-4511	ko00380	Tryptophan metabolism
BSGatlas-gene-4511	ko00410	beta-Alanine metabolism
BSGatlas-gene-4511	ko00561	Glycerolipid metabolism
BSGatlas-gene-4511	ko00620	Pyruvate metabolism
BSGatlas-gene-4511	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-4511	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-4511	ko01100	Metabolic pathways
BSGatlas-gene-4511	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4511	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4511	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4515	ko00052	Galactose metabolism
BSGatlas-gene-4515	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4515	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4515	ko01100	Metabolic pathways
BSGatlas-gene-4531	ko00072	Synthesis and degradation of ketone bodies
BSGatlas-gene-4531	ko00650	Butanoate metabolism
BSGatlas-gene-4531	ko01100	Metabolic pathways
BSGatlas-gene-4532	ko00072	Synthesis and degradation of ketone bodies
BSGatlas-gene-4532	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4532	ko00650	Butanoate metabolism
BSGatlas-gene-4532	ko01100	Metabolic pathways
BSGatlas-gene-4533	ko00072	Synthesis and degradation of ketone bodies
BSGatlas-gene-4533	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4533	ko00650	Butanoate metabolism
BSGatlas-gene-4533	ko01100	Metabolic pathways
BSGatlas-gene-4542	ko00380	Tryptophan metabolism
BSGatlas-gene-4542	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-4542	ko01100	Metabolic pathways
BSGatlas-gene-4542	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4542	ko01200	Carbon metabolism
BSGatlas-gene-4548	ko03018	RNA degradation
BSGatlas-gene-4564	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4564	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4565	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4575	ko00340	Histidine metabolism
BSGatlas-gene-4575	ko01100	Metabolic pathways
BSGatlas-gene-4576	ko00340	Histidine metabolism
BSGatlas-gene-4576	ko01100	Metabolic pathways
BSGatlas-gene-4577	ko00340	Histidine metabolism
BSGatlas-gene-4577	ko01100	Metabolic pathways
BSGatlas-gene-4578	ko00340	Histidine metabolism
BSGatlas-gene-4578	ko01100	Metabolic pathways
BSGatlas-gene-4580	ko00240	Pyrimidine metabolism
BSGatlas-gene-4580	ko01100	Metabolic pathways
BSGatlas-gene-4582	ko00030	Pentose phosphate pathway
BSGatlas-gene-4582	ko01100	Metabolic pathways
BSGatlas-gene-4588	ko02010	ABC transporters
BSGatlas-gene-4589	ko02010	ABC transporters
BSGatlas-gene-4590	ko02010	ABC transporters
BSGatlas-gene-4594	ko00311	Penicillin and cephalosporin biosynthesis
BSGatlas-gene-4604	ko02020	Two-component system
BSGatlas-gene-4605	ko02020	Two-component system
BSGatlas-gene-4606	ko02020	Two-component system
BSGatlas-gene-4607	ko02020	Two-component system
BSGatlas-gene-4608	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4608	ko01100	Metabolic pathways
BSGatlas-gene-4608	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4609	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4609	ko01100	Metabolic pathways
BSGatlas-gene-4609	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4611	ko00521	Streptomycin biosynthesis
BSGatlas-gene-4611	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4611	ko01100	Metabolic pathways
BSGatlas-gene-4611	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4611	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4613	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4613	ko01100	Metabolic pathways
BSGatlas-gene-4613	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4614	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4614	ko01100	Metabolic pathways
BSGatlas-gene-4614	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4615	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4615	ko01100	Metabolic pathways
BSGatlas-gene-4615	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4616	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4616	ko01100	Metabolic pathways
BSGatlas-gene-4616	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4617	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4617	ko00410	beta-Alanine metabolism
BSGatlas-gene-4617	ko00562	Inositol phosphate metabolism
BSGatlas-gene-4617	ko00640	Propanoate metabolism
BSGatlas-gene-4617	ko01100	Metabolic pathways
BSGatlas-gene-4617	ko01200	Carbon metabolism
BSGatlas-gene-4627	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4627	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-4627	ko00071	Fatty acid degradation
BSGatlas-gene-4627	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-4627	ko00310	Lysine degradation
BSGatlas-gene-4627	ko00330	Arginine and proline metabolism
BSGatlas-gene-4627	ko00340	Histidine metabolism
BSGatlas-gene-4627	ko00380	Tryptophan metabolism
BSGatlas-gene-4627	ko00410	beta-Alanine metabolism
BSGatlas-gene-4627	ko00561	Glycerolipid metabolism
BSGatlas-gene-4627	ko00620	Pyruvate metabolism
BSGatlas-gene-4627	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-4627	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-4627	ko01100	Metabolic pathways
BSGatlas-gene-4627	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4627	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4627	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4634	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-4634	ko01100	Metabolic pathways
BSGatlas-gene-4634	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4634	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4647	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-4647	ko00561	Glycerolipid metabolism
BSGatlas-gene-4647	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-4647	ko01100	Metabolic pathways
BSGatlas-gene-4647	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4647	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4649	ko00030	Pentose phosphate pathway
BSGatlas-gene-4649	ko01100	Metabolic pathways
BSGatlas-gene-4649	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4649	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4649	ko01200	Carbon metabolism
BSGatlas-gene-4651	ko00030	Pentose phosphate pathway
BSGatlas-gene-4651	ko00480	Glutathione metabolism
BSGatlas-gene-4651	ko01100	Metabolic pathways
BSGatlas-gene-4651	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4651	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4651	ko01200	Carbon metabolism
BSGatlas-gene-4654	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4654	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4655	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4655	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4655	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4655	ko01100	Metabolic pathways
BSGatlas-gene-4655	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-4659	ko02010	ABC transporters
BSGatlas-gene-4660	ko02010	ABC transporters
BSGatlas-gene-4664	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4664	ko00030	Pentose phosphate pathway
BSGatlas-gene-4664	ko00051	Fructose and mannose metabolism
BSGatlas-gene-4664	ko00680	Methane metabolism
BSGatlas-gene-4664	ko01100	Metabolic pathways
BSGatlas-gene-4664	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4664	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4672	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-4672	ko00680	Methane metabolism
BSGatlas-gene-4672	ko01100	Metabolic pathways
BSGatlas-gene-4672	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4672	ko01200	Carbon metabolism
BSGatlas-gene-4678	ko02024	Quorum sensing
BSGatlas-gene-4679	ko02024	Quorum sensing
BSGatlas-gene-4680	ko00220	Arginine biosynthesis
BSGatlas-gene-4680	ko00330	Arginine and proline metabolism
BSGatlas-gene-4680	ko01100	Metabolic pathways
BSGatlas-gene-4680	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4680	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4682	ko00330	Arginine and proline metabolism
BSGatlas-gene-4682	ko01100	Metabolic pathways
BSGatlas-gene-4682	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4690	ko02020	Two-component system
BSGatlas-gene-4691	ko02020	Two-component system
BSGatlas-gene-4692	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4693	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4694	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4695	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4696	ko00230	Purine metabolism
BSGatlas-gene-4696	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-4696	ko01100	Metabolic pathways
BSGatlas-gene-4696	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4698	ko03030	DNA replication
BSGatlas-gene-4704	ko03010	Ribosome
BSGatlas-gene-4712	ko00190	Oxidative phosphorylation
BSGatlas-gene-4749	ko00620	Pyruvate metabolism
